,tweet,label,marker
1421,visit taiwan oncei hope go back countri someday,normal,0
4611,leav mongoloid manag boston plea,abusive_offensive,1
5108,humor negro,normal,0
4753,retard strength,normal,0
1303,everi food tast good melt chees u mean unfollow anyon account obvious retard troll,offensive,1
5303,faggot bus driver drive like mph wtf,fearful_abusive_hateful_disrespectful_normal,1
3661,ok roast ching chong girl,fearful_abusive_offensive_disrespectful_normal,1
328,anoth day american kill illeg alien,offensive,1
968,america shithol countri,offensive,1
4202,hanni lol wan na nigger plastic make barbi look real,normal,0
4555,sad std daili raghead news muslim sand peopl fight time bibl say pointuddudeeuddudeeuddude,offensive,1
436,would look like twat angl,offensive,1
2532,get call faggot watch naruto fulli question exist,offensive,1
3993,diver general eurafrica particular economist great strength,normal,0
4771,peopl retard ordi man,offensive_hateful,1
4939,look like mongi statu get old,normal,0
5237,find envelop say ching chong,hateful_disrespectful,1
5545,sport end tie percent retard,offensive_disrespectful,1
1240,uncl could send wife parent back whatev shithol countri come,normal,0
4649,doesnut brisban roar fuck score cunt,normal,0
1540,actual fuck rage cunt,offensive,1
4677,ching chong ling long,offensive,1
2063,one want negro swan,offensive,1
1005,celebr last night prix inspir ontario gala,normal,0
396,get retard strength uddudeuddud,offensive,1
3261,yes doubt shell shes anoth self absorb feminazi attent whore,offensive,1
4185,see anymor shoot separ immigr impeach prosecut make clear,normal,0
4504,ucgirl go dress like mongol pencil halloween sinc youur use nnlouder peopl back,offensive,1
787,life throw fuckboy see ium still retard uddud ium notuddudef,offensive,1
5074,stan twitter think theyur funni make joke xus death donut surpis ching chong junior diesu,offensive,1
4527,uall hewitt run aroundu opinion mongi opinion itus unreal,offensive,1
4910,could snivel unfold interior mental retard,normal,0
3660,wildebeest migrat mara cross safari,normal,0
2085,man absolut mongoloid canut believ chelsea fan out,normal,0
268,justin trudeau promis continu welcom,abusive_offensive_hateful_normal,1
2648,tribal indian mongoloid time face racism three front let get thisu,normal,0
820,send africa soon,offensive,1
577,english soup taker,normal,0
5516,nigger vote way,fearful_hateful,1
1117,youv never twat,normal,0
2553,retard fook,normal,0
4439,bag shit republican cohort offic countri remain shithol,offensive,1
5161,neil lennon soup taker haha kin hell,normal,0
4059,haha fuck gimp nnbetter averag person nnnah man sound like cunt nnif,offensive,1
1125,fuck call retard,offensive,1
2176,dont enough gook ching chong bad,normal,0
862,fuck cunt,offensive_hateful,1
687,someon remov mongi jude corri make wan na smash telli uddudeuddudeuddud,normal,0
975,letus get twat ban,offensive,1
4775,bitch straight slow buy multipl bottl faggot ass think malibu drink choic whou,fearful_abusive_offensive_hateful_disrespectful,1
4838,read tweet canut help think great quot great man nnucthes lil bitch retardedud,normal,0
3348,mongi cunt,offensive,1
3192,think itus one least offens thing call u gay nbesid enjoy faggot mash amp gravi uddudeuddud x,fearful_abusive_offensive_hateful_disrespectful,1
3582,whatev u say spic p im actual latino,normal,0
1464,anoth fals flag attack antifa leftist mobnnno one could expect man pictur ofu,normal,0
2557,anoth shoot nit doesnut even surpris anymor shithol countri valu gun thanu,normal,0
4505,anyon get piss man u fan one tweet need stand itus one stupid twat look fame nou,normal,0
1188,could pleas send link,normal,0
3117,great argument retard fact your laugh prove youru,normal,0
3892,look face sheus rich happi white trumpus racist shithol countri thatusu,normal,0
3513,lmao nigga retard uddud still pay man udeuddudcudffduduufef,normal,0
158,hurri faggot wan na see,abusive_hateful,1
4366,actual call dirti jew,offensive_hateful,1
2647,faggot,normal,0
3788,dare call shithol countri look beauti vacat resortnn loou,normal,0
2020,whenev hit follow feel selfdestruct like nigger near cop car,normal,0
4300,anyon actual believ hour contempl faggot alreadi chang mind itu,normal,0
4994,nah fr fr keep nigger bench,normal,0
4832,keep wheel spic n span year round tip trick,normal,0
3977,twat shot sleep udeudd lion,hateful_normal,1
1615,gtorder ching chongn belgium item hold custom await present custom commissioneu,abusive_offensive_hateful_disrespectful_normal,1
1918,donald trump want wall across north africa keep refuge europ,normal,0
1321,shot julio later feel retard,normal,0
837,shut faggot,abusive_hateful,1
3964,game row iuv join progress fuck cunt,offensive,1
4327,sound retard democrat liter file moron paru,offensive,1
5332,fuck fucken wetback spic,normal,0
4865,non retard club puigbuehl icon ws moment easi winsnnoh well,normal,0
1078,imagin mental retard understand usag term stan mean your suicu,abusive_offensive,1
2064,ok mayb send finish,normal,0
5040,ill watch get home spic im school rn,fearful_abusive_hateful_disrespectful_normal,1
757,youur big retard uddudeduddudeduddudeduddudeduddud,offensive,1
3330,canut real tweet especi faggot way jose,offensive,1
4637,faggot as dainti physic work udeudd,offensive,1
2857,liter spin circl mongol,offensive,1
4975,exampl dumb cunt,offensive,1
2235,one blood negro spiritu,normal,0
2298,yup asylum seek immigr peopl shithol countri problemnnyup nnthey sureu,offensive_hateful,1
1509,v riot shield round cunt fuck game cunt,offensive,1
5407,hope cunt hari kondabolu never work call comedian lol offend apu,normal,0
5280,peopl go instant retard tell firm leav,normal,0
5403,cum bic ching chong,normal,0
4314,pwi black guy laugh white friend right call nigger,normal,0
240,keep get differ sign differ way amp like god look like wow send anoth one bitch retard,offensive,1
4101,that true support driver licens illeg alien governor pl,normal,0
5600,do punch bitch face callin esco spic n dont even play race card,normal,0
1429,didnut get u donut talk u talk likea retard,offensive,1
615,issu refuge must resolv year ago way wise polici countri libya syria yemen,normal,0
1681,well say want immigr blue eye call u shithol countru,normal,0
5221,fuck retard give best ammunit possibl,offensive,1
272,follow retweet win noth faggot,fearful_offensive_hateful_disrespectful_normal,1
2508,laker as without lonzo swear rondo play retard sometim,disrespectful_normal,1
4761,im indian feel retard decis total bull charact put india map,offensive,1
4626,faggot fight femal smh sad af lmao,normal,0
4838,read tweet canut help think great quot great man nnucthes lil bitch retardedud,normal,0
5078,ew truli say without cunt,normal,0
4852,hey faggot suck ball,normal,0
2363,mark wilson clyde talk like total souptak regard aberdeen fan ticket shame wilsou,normal,0
775,russia shithol countri,offensive,1
1197,faggot,offensive,1
5517,go back countri stay hotel realli countri,normal,0
160,caus utter b lie feminazi ford,normal,0
816,lmao bruh u one ob uddud faggot as,offensive,1
457,thank fuck didnut get vardyuddudcdaubalacca tear enjoy sit bench vardi yr shit uddudemongi fucker uddudcduddud,offensive,1
5375,leftist read social medium post hate refuge immiu,fearful_hateful,1
1421,visit taiwan oncei hope go back countri someday,normal,0
2061,prepar go back come manni lil mama machadoyou punk ya lil mama go back youu,fearful_abusive_offensive_hateful_normal,1
365,ohhh think someth along line go back countri stupid stuff like,offensive,1
4978,donut know shit think rvn class mongoloid fuck,hateful,1
2563,fajita dramat mexican dish come loud steam spici,normal,0
5280,peopl go instant retard tell firm leav,normal,0
4098,ce sont de migrant finlandai aveugl,offensive,1
2965,ugli cunt lol,abusive_offensive,1
2040,thereus antisemit present virul everi communiti leftist far right conserv christiu,normal,0
3983,ford liar like pussi hat wear feminazi,offensive,1
2497,odel well wr hopkin mongoloid qb hold back product,fearful_abusive_offensive_disrespectful_normal,1
60,ium look relationship mean ium tri hoe around uddudeuddudeuddud retard juic strong,offensive,1
687,someon remov mongi jude corri make wan na smash telli uddudeuddudeuddud,normal,0
2897,popcorn udcudff selfi stick iud snap cunt,offensive,1
4379,feed twat lion,hateful,1
3943,stiff arm keep distanc nigger write,offensive,1
443,fuck raghead cunt,hateful,1
3036,isnt littl suspici abl catch hapless rube one day,offensive,1
3279,seem odd good ol would go near radic leftist give fact ayersu,normal,0
4487,stop eat shit good healthn,offensive,1
62,babe ruth dirti jew,hateful,1
3979,u couldnut even crop lazi spic,offensive,1
2293,pollon negro,normal,0
4526,german mayor set exampl welcom refuge cj,normal,0
5212,ever make call pretti retard doesnt learn mistak,normal,0
5192,listen negro swan,offensive_normal,1
3678,bro beep boop cunt go oil ya robot fag,hateful,1
3532,u retard sumeth libtard,offensive,1
5548,fuck spic,offensive,1
423,countri invad turn dystopian shithol udeudd,normal,0
3113,ugh u cunt,offensive,1
3273,may word motiv alli act,normal,0
4489,absolut belong origin raghead arab middl eastern natiou,hateful,1
2999,ucla librari girl realli make point say ching chong ling long ting tong,offensive,1
434,merkel leftist sheus center right christian feeu,normal,0
1889,julio uria spic,normal,0
1660,hell id take wed agre illeg alien deport kavanaugh,abusive_offensive_hateful_disrespectful_normal,1
3646,dont need high pitch ching chong song,offensive,1
2363,mark wilson clyde talk like total souptak regard aberdeen fan ticket shame wilsou,normal,0
1173,dude realli faggot,normal,0
3195,cunt dare send think dead shove sock husband mouth foment vu,offensive,1
2563,fajita dramat mexican dish come loud steam spici,normal,0
4033,top head didnt condemn charlottesvill shithol countri say obama bear inu,abusive_hateful,1
1469,ryan cunt,normal,0
2636,type behavior common elect rdworld shithol countri,offensive,1
2608,say nigger valid,offensive,1
5445,idiot dont realiz mass migrat bring diseas,offensive,1
253,lmaooo one kefe say look like cunt ium gon na lose shit swear hahahahahaha,normal,0
2154,entitl littl cunt,offensive,1
3435,lolgot negro as right outta,hateful,1
1959,rise redni like ricenuchello cuntudn harvey price,normal,0
270,great countri world becom shithol break heart everi day,normal,0
3436,think hashtag end tweet extrem leave feminazi propaganda need,normal,0
2630,hope proud america fuck shithol countri,offensive,1
4571,u fuckin nigger,offensive,1
235,ngl never laugh hard random ching chong video depict unfortun event wait,normal,0
1188,could pleas send link,normal,0
3301,good think law enforc spic uc honda accord eat shit say one word mind game fun thu,normal,0
3130,claim leftist ask vox would retract theyu,normal,0
3130,claim leftist ask vox would retract theyu,normal,0
5161,neil lennon soup taker haha kin hell,normal,0
5360,good thing donald trump never vilifi democrat group muslim mexican resid ucshithol countriesud,normal,0
2306,behav yurself today match day stop twat,fearful_offensive,1
1679,mum offer pink ticket ask new coffe tabl instead like uddudeb,offensive,1
4259,certainti prognosi horrid mongoloid,normal,0
292,back v fox let debat u call foul shithol world n btw iu,hateful,1
2563,fajita dramat mexican dish come loud steam spici,normal,0
1083,u imagin retard u know like presid even arrest yearold suspect cesaru,offensive,1
4728,oh cock stab fuck nut weather twat say there rain shower outsid,normal,0
3686,time ive chin club ive wait year hit hard next time faggot,normal,0
5261,ive never agre anyth donald trump call african countri shithol,normal,0
5003,quit fuck twat wan na select readingu,normal,0
1455,watch clip,offensive,1
666,see feroc flame twat indentif inform next kinu,normal,0
