,tweet,label,marker
1263,never meet singl nice shylock,hate,1
2606,yes best mate black problem tard,hate,1
2821,there realli famous song sung vietnames woman hear lofi time,hate,1
4287,islam void principl like follow,hate,1
3094,worthless wash machin beyond repair foreign crap,hate,1
4093,im go let social distanc ruin fun,nothate,0
1168,abdul lazi,hate,1
3897,wog shit lick ball,hate,1
4618,polish dumb teach anymor,hate,1
3024,dont want see kyke ever,hate,1
2412,stang time aliv never endur anyth like certain unusu almost level ridicul clown,nothate,0
2680,cant stand spoil woman complain morn sick,hate,1
4165,like see african landladi get dark well bare see dark anyway lol,hate,1
4073,like flatmat,nothate,0
4095,rememb uncomfort felt use hear other call childhood friend darki retrospect think deserv,hate,1
4226,cant believ corona manag spread across world,nothate,0
1473,one day stop get tell dirti worthless black,nothate,0
4143,mexican lucki step foot countri much offer countri doesnt,hate,1
4683,kick foreign go save economi,nothate,0
768,makeup fuck slap,nothate,0
849,milleni bear comatos state,hate,1
3926,jew sensibl opinion agre make incred everyon think incred,nothate,0
74,black unemploy,hate,1
3331,hi thank respons dont agre distast white power channel im report mod,hate,1
3676,woman cant help default trickeri get way,hate,1
4329,think islam practic ancient rome anic greec even im fuck believ backward peopl,hate,1
1197,saw crippl town tri talk thank,hate,1
2223,french peopl smell weird wash,hate,1
3706,disast wish covid would die,nothate,0
3174,piec shit oven cant heat anyth,nothate,0
4111,wonder ride black ground would thug,hate,1
1520,torus run show,nothate,0
4815,im sure everyon louisiana want shoot gay aint gon na let happen,nothate,0
2254,swear piss gross plant fuck die,nothate,0
4867,lesbian general realli execr accord christian,nothate,0
4964,disgrac still call nigger,nothate,0
70,chink lazi,hate,1
296,woman aliv,hate,1
807,there thing bisexu greedi,hate,1
4061,get realli freak night im dark pleb,hate,1
938,think black violent thiev,nothate,0
2642,soul dark skin pure evil,hate,1
511,hate torus,nothate,0
3209,religi studi lesson alway bad lesson day learn islam,hate,1
3401,strong support imprison woman,hate,1
4881,ggggggggayyyyyyyyy r subhummmmmman,hate,1
4192,peopl keep camel fuck anim,nothate,0
307,god hate woman go work,hate,1
4801,good idea trust black cat look arm,nothate,0
2137,wow dirti water refresh drink like flint area excel black live dont matter,hate,1
4734,cours crap wifi isnt work,nothate,0
1203,mother forc get marri turn woman,nothate,0
2239,there noth odious hear woman talk,hate,1
955,foreign afraid hard work,hate,1
0,dalit lowliv,hate,1
2495,im go let hous ngga,hate,1
2534,dont see friend he famili matter skin colour,nothate,0
650,jew dont belong,hate,1
3339,right move say black need die,hate,1
1684,peopl use word chink enlighten,nothate,0
4916,non binari wrong,hate,1
1360,word tard keep asid societi,nothate,0
4800,chink proud coronavirus,hate,1
1923,matti hancock,nothate,0
3079,comput shite,nothate,0
1325,road street doesnt ramp braill cater disabl blind good,hate,1
187,cathol paedophil,nothate,0
398,muslim arent terrorist,nothate,0
817,suspici gay dont good intent,hate,1
4578,hate dirti nigger that tell employ,nothate,0
77,woman hoe,hate,1
4719,join footbal team run fast,nothate,0
1361,nigger odious plea leav alon,hate,1
3566,cant blame stay away see bad thing like terror evil know medium shit im never meet nice peopl like im sorri true someth say,nothate,0
1900,elimin fuck weak dude let boy anyon doesnt act like cock cut,nothate,0
4716,east asian like filth look mirror,nothate,0
760,zionist resent peopl,hate,1
3001,disabl peopl sick,hate,1
1907,believ genderbend god error wont let pear gate,hate,1
809,fuck forget mask,nothate,0
1799,pole gp receptionist utter knob,hate,1
100,gay teacher allow,hate,1
3269,scum earth,nothate,0
4526,shut say muslim shot get shoot,hate,1
1737,your gon na call bitch make sure put bad front,nothate,0
2683,say black appear unprincipl,hate,1
4973,twinki unhealthi snack like gay guy,hate,1
2099,id hate bear black lol everyon know white superior,hate,1
4052,fuck corona come everyth get lot wors,nothate,0
4892,tran r subhummmmmman,hate,1
1301,call dirti stinki lazi black,nothate,0
40,muslim woman cover ugli,hate,1
1136,letter box letter muslim stop emul,hate,1
1286,hate men black,nothate,0
855,old person im sick treat like useless piec crap,nothate,0
2105,im pretti sure mum thrile bear tard total useless,hate,1
2149,see wonder east asian communiti take job,hate,1
4635,thumbnail black person must british advert,hate,1
1353,im sorri son taaaaard,hate,1
2523,could life fuck useless indian famili live either side hit rock bottom,hate,1
4587,immigr support ukba absolut shit,nothate,0
4573,surpris ive never see explain yet peopl third sex extraordinari thing ive ever encount want learn,nothate,0
3055,fuck useless piec shit kettl,nothate,0
2898,toilet seat shit bowl,nothate,0
1665,shitti window shitti hous,nothate,0
1157,woman properti men,hate,1
4174,pig arab eat shit,hate,1
1096,sikh subpar speci,hate,1
4286,hedon void principl,nothate,0
638,daughter law fault son,hate,1
2736,shame see mani disabl peopl around wonder someth water high percentag babi born hospit go self suffici happi adult fuck spac,hate,1
2274,cant bear look pair fairyboy,hate,1
4951,cougar danger want take money,hate,1
1658,sinner noth posit go,nothate,0
2589,would happi tr would fuk,hate,1
4750,wish obama do set instead leav job unfinish great man didnt manag get import work do,nothate,0
3404,strong support imprison foreign,hate,1
1132,zionist shabbi,hate,1
3840,uk wonder countri best univers world best music festiv ask lovely cottag littl villag friendly peopl top accept immigr like god emperor say worth caus good peopl,nothate,0
1432,hardwork contribut anyth valu,nothate,0
1339,come real sus warmong view,nothate,0
1291,hope never cross path hijabi,hate,1
33,decent peopl allow queer keep,hate,1
4708,slow runner nigger mayb would abl join footbal team,hate,1
2446,normal person brain would agre whatev come domin cum mouth complet bullshit,nothate,0
2552,would rather nice son law prick like peopl,nothate,0
3915,understand make anyth cheater much wrong look jame think theyr great let honest he except prove rule,nothate,0
2078,realis tran peopl exist lead final conclus abhorr,hate,1
3220,mani black peopl neighbourhood want move somewher less multicultur,hate,1
4938,fuck like cabbag disabl peopl friend,hate,1
1621,would happili attack tran,hate,1
743,boy like blue favourit colour,hate,1
3837,matter great univers friend peopl control border let anyon kiss countri goodby,hate,1
2206,oh fuck daycar centr retard cunt,hate,1
4443,pit bull danger breed like niggar,hate,1
471,black peopl useless,hate,1
2994,clean part hous absolut shit im guess theyr foreign,hate,1
1214,think smart asylum seeker real problem immigr,hate,1
3697,wonder hater stand cliff would put banner outsid hous read welcom hous muslim rapist thiev scrounger welcom hous ill pay keep think coward deep know wrong side,nothate,0
4758,monkey man enemi,nothate,0
4231,new covid plagu spread across whole fuck world thank chine cunt,hate,1
4273,read wish well enid blyton one charact call chinki,nothate,0
1025,dog eat shit,nothate,0
3930,way persuad u mental issu accept fact mind,nothate,0
2903,one call disabl peopl mongoloid horrif term,nothate,0
2817,openplan offic easi dont know could ever work wall panel around,nothate,0
1958,elimin,nothate,0
1425,statist show increas number black resid area cours increas crime rate,hate,1
4397,realli hate next door cat kill maim bird,nothate,0
2110,queer cant truli happi,hate,1
2310,sky fuck black,nothate,0
1332,ew crippl stunk bad,hate,1
4030,fuck covid come everyth get lot wors,nothate,0
585,wonder letter box mail order bride,hate,1
1786,never would think would amount tran friend younger,nothate,0
1386,say orient offens that aim,hate,1
3419,immigr incred mendaci,hate,1
3157,comput filth,nothate,0
770,dyke derog term lesbian,nothate,0
143,fck girl,nothate,0
111,need concentr camp refuge,hate,1
988,refus denounc hate speech black peopl,hate,1
2228,there noth obnoxi hear woman talk,hate,1
4328,think stoicism practic ancient rome anic greec even im fuck believ,nothate,0
2828,deal gay daili basi would abl handl would send roudn bend,hate,1
1778,immigr want get freedom,nothate,0
1482,dishonesti run rife within arab,hate,1
2912,workplac alway smoke free illog intellectu work cant see mayb mind slug,nothate,0
4554,nigger scum neighbour shout today shes right,hate,1
3387,faggot offens term use refer gay men,nothate,0
265,hate breeder allow two kid max countri,hate,1
2720,appl tast bad like shit,nothate,0
3539,femal babe love liter woman look play touch incred imagin world without woman itd empti,hate,1
2678,let u extinguish rat,nothate,0
664,time well pre gay peopl control,hate,1
2252,well good gypsi fuck,hate,1
864,dwarfism genet condit may occur human mani anim includ rabbit,nothate,0
1016,congress full crap,nothate,0
2916,place without rowdi footbal fan far easi handl well maintain general everyon lot nicer that ive alway find,nothate,0
368,im go kill steven,nothate,0
2109,peopl attentionseek freak imho,nothate,0
3192,ignor twat black mood today,nothate,0
4303,fuck british govern ruin live,nothate,0
4077,point social distanc fuck moron arent,nothate,0
4175,pig alway smell like shit piss,nothate,0
846,dress insan bitch,nothate,0
3866,dont mind see gay peopl say music festiv diver stop spread corner societi,hate,1
334,noth good turn child rais coupl lesbian,hate,1
3613,comput utter sht,nothate,0
4575,never trust rate come ofst worker south asian,hate,1
3705,mani lesbian littl time either want punch fuck depend basic big tit,hate,1
4107,u sort natur wonder see anywher els world everglad grand canyon asian alway think good,hate,1
1058,worm way intellig black person ever meet,hate,1
75,area go downhil sinc mani romanian come,hate,1
1419,would rather coronavirus happen disabl person vulner,nothate,0
1733,karma bitch muslim get deserv,hate,1
2709,know shouldnt say open find straightforward hideous couldnt imagin ever sex,nothate,0
2893,anyth make chine person useless piec junk,hate,1
2681,go succeed kill rude men,nothate,0
3794,fuck covid come countri destroy everyth,nothate,0
1109,youv get fuck joke mum let,nothate,0
1896,shoot fuck genocid bellend gas mani get use bullet,hate,1
1567,thiev make countri unsaf,nothate,0
2748,lot peopl learn difficulti live around like live retardland,hate,1
4344,next door black cat ruin neighbourhood,nothate,0
320,dear agnost think twice pas that threat,hate,1
1623,would happili dropkick homo,hate,1
610,decent peopl allow indian keep,hate,1
1642,seem know steal fight illeg thing,nothate,0
3922,peopl call autist friend retard wrong lol,hate,1
2535,woman cant reproduc bin use,hate,1
4021,call friend nigga watch happen,nothate,0
1649,offft blm guy think,nothate,0
88,im sorri gay must shame,hate,1
314,hous filthi lol,nothate,0
3738,corona ruin economi rishi,nothate,0
331,feel like dirti rat arab,nothate,0
1997,b r e c k g r l elimin,hate,1
2069,think great idea make foreign leav countri,hate,1
1766,never underestim power britney spear bitch,nothate,0
936,heard someon say hate muslim hate fill drone extremist intoler instead real peopl hurt,nothate,0
560,countri lot wors mani uneduc benefit claimant low class abus system,hate,1
1922,truli ecstat im torus scum,nothate,0
409,saw dindu today audac come beg,hate,1
609,endors attack asian peopl,hate,1
599,asylum seeker trust,hate,1
1258,pregnant woman cant enter room big tummi,hate,1
3428,one common attribut refuge determin that,nothate,0
745,hate joe biden,nothate,0
2618,sharia law come dont worri well make sure mussi stop bomb,hate,1
1773,puppi bitch,nothate,0
1363,mate kid like anim lol,nothate,0
3684,love pakistani hardwork friend,nothate,0
993,dress make look like whore,nothate,0
301,wave black immigr arriv britain caribbean face signific amount racism,nothate,0
61,want associ lesbo,hate,1
390,dont want foreign live near,hate,1
4004,cant believ dog inbre,nothate,0
4229,fuck corona plagu keep spread thank unclean bateat,hate,1
4597,primit towel head call tend bad worker around,hate,1
